score,content,date,app,platform,keyword1,keyword2,keyword3,privacy-related
1,this dumb app wouldn't let me sign up and i checked everything and my email address and password word being typed correctly and i just wanted to go to sleep.,4/22/2021 20:38,headspace,google,email,,,0
1,this sucks i dont need an email for music i can find on youtube,2/27/2021 1:03,headspace,google,email,,,0
1,"it says u can download for free but then after 7days ur charged $12.00!&there r purchases from other apps that""headspace""doesnt own&after reading the terms of service,after i download&b4 i entered my name,it all sounds more confusing&something that will fill up my email w more junk mail&stress me out!for an app that is supposed to help u b more stress free&mindful it sounds like it wld just cause me to have stress!i only wanted to try cuz john legend(from my area)is music chief!&90 play points!",2/12/2021 11:02,headspace,google,email,,,0
1,it should be zero stars. wouldn't let me create an account with my email address and wants me to create an account using another email address. i've got 2 words and the second one is off.,1/25/2021 1:56,headspace,google,email,,,0
1,"changing my review to 1 star, not for that the app struggled to keep the audio playing when the phone was locked, that may have been due to the phone itself. 1 star rating goes for packing the user experience with dark pattern design in keeping the users further away from canceling their subscription. can't do that manually nor in the app nor on the web - have to send an email - no one replies, they still charge your card. actually, they charged it one day prior the expiration date. i really enjoyed the app three years ago, now it has gone real astray.",1/12/2021 1:35,headspace,google,email,,,0
1,"i cannot regained access to my account anymore. i tried switching devices, and it says the email is already associated with a headspace account. please fix this, or just delete my account. i cannot access my account on the older device i used to sign up with. disconnect my account from your service!!!!! (i emailed you and rate you with the same rating from ios app store)",12/27/2020 7:58,headspace,google,email,,,0
1,"doesn't allow me to log in with email , keeps asking to log in using social media",10/19/2020 14:19,headspace,google,email,,,0
1,"the email was correct literally even auto correct knew it but its said ""hmm try double-checking your email"" when it was correct so i couldn't even try it. very disappointed",9/3/2020 15:30,headspace,google,email,,,0
1,i was incorrectly charged for a full year when i signed up for a 14 day trial. i have emailed repeatedly with no response.,8/10/2020 15:57,headspace,google,email,,,0
1,"twice i have downloaded and both times have been unable to sign up. again downloaded (3rd time). now tells me i can't use my email when i try to sign up. so try to log in. wrong password. send password to email. nope. after 3 attempts, done. as good as it sounds, done.",7/27/2020 21:20,headspace,google,email,,,0
1,i wanted to email you or get in contact with you i can. your help center is no good to me either it doesn't help me. so i just got a 14day trail period . effectively immediately cancel it and stop sending me emails i totally done with this app. personally i feel if a customer wants to get a hold of someone they definitely should be able to. consequence to your company for being unable to contact your company. cancellation now Ã£Â°Ã¢ÂÃ¢ÂÃ¢ÂÃ£Â°Ã¢ÂÃ¢ÂÃ¢Â,7/15/2020 0:03,headspace,google,email,,,0
1,"used to love this app but it logged me out after a long absence and now when i log back in wants me to subscribe when i'm already subscribed. its definitely the right email as its the email for my google play but after over an hour of trying to rest my password and the app being a dick, i've had enough and will be unsubscribing. this app shouldn't be so stressful and difficult to use.",6/26/2020 19:40,headspace,google,email,,,0
1,"i have tried every option to create an account or sign in but it tells me to try again or try another method even though i gkt notifications from my email that i have an account... disappointed that this app gave me more anxiety and frustration than i had befor, thanks headspace.",6/10/2020 4:27,headspace,google,email,,,0
1,i deleted this app and i still get emails from it. delete this app from the app store now!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6/5/2020 7:56,headspace,google,email,,,0
1,unable to sign in.tried both email and fb. still not able to sign in app,5/22/2020 14:47,headspace,google,email,,,0
1,i downloaded this app expecting me to be relaxed but when i tried to sign up it did not let me create a password this all is supposed to calm u down but i was just getting angry cause i could not sign up what do i do i even do i tried to email u guys,5/17/2020 14:22,headspace,google,email,,,0
1,i'm pretty sure they charged me 120 bucks and canceled my subscription of course they only corospond through email,5/4/2020 15:33,headspace,google,email,,,0
1,"it was good 1 year ago but can't even complete 3 mins without the sessions going to sleep every 5 secs halfway through a sentance. contacted email support and given some story about battery usage sleep comsuption trash, which doesn't exist on my phone, the app shouldn't need special maintenance, i've paid 75 pound for it. haven't been able to complete 3 meditation sessions in a row for more than 6 months, it expires in 3 weeks and will definitely be going elsewhere. stay calm.",4/16/2020 21:06,headspace,google,email,,,0
1,app has basic billing issues; no one responds to the questions. seems the email id is fake.,4/13/2020 23:27,headspace,google,email,,,0
1,"was a good app until it logged me out of my account, wouldnt accept my details and when i requested a password reset the email never came. tried multiple times. i paid for a year subscription, it's all gone to waste. dont reccomend.",4/11/2020 18:28,headspace,google,email,,,0
1,tried to contact them multiple times and never heard back. i purchased premium account and after changing my email address and contact information with them they never renewed my premium account. bad experience.,4/11/2020 0:13,headspace,google,email,,,0
1,almost everything is locked behind a paywall so dont bother downloading unless you intend to fork out each month for a subscription. be prepared to be aggressively marketed to. i had the app for 5 minutes before i received an email presumtuously telling me i had 'forgotten' to sign up for a monthly subscription! i obviously never intended to pay for the product like many of their other users. i've received two emails from them just this morning! breaching gdpr by the way as i never opted in.,3/31/2020 2:50,headspace,google,email,,,0
1,"too heavily monetized, bad first time experience. i haven't really got to learning what's good in this app because it kept bugging into making me pay. give your users a proper, full experience, for at least 7 days without any obligation to pay before you start the aggressive popups and emails. the product maybe wonderful but i will never get to know it. also, start with a smaller package after it and lower the price of packages. sometimes it is worth lowering your arppu to get a higher arpu.",2/28/2020 16:10,headspace,google,email,,,0
